"BATHRM","HF_BATHRM","AC","BEDRM","AYB","EYB","QUALIFIED","GBA","STRUCT","CNDTN","ROOF","FIREPLACES","WARD","PRICE_TRANS","GRADE_MEDIAN_PRICE"
1,0,"Y",2,1945,1952,"Q",792,"Expensive","Bad","Cheap",0,"Ward 7",550.681396090335,663.25
1,0,"N",3,1890,1954,"Q",1408,"Expensive","Bad","Cheap",0,"Ward 7",612.372435695794,663.25
2,1,"Y",2,1890,1961,"Q",984,"Expensive","Bad","Cheap",0,"Ward 7",654.980915752513,663.25
1,1,"Y",3,1890,1964,"Q",984,"Expensive","Good","Cheap",0,"Ward 7",652.686754883229,663.25
2,1,"Y",2,1890,1964,"Q",984,"Expensive","Good","Cheap",0,"Ward 7",685.565460040104,663.25
2,1,"Y",2,1890,1964,"Q",1056,"Expensive","Good","Cheap",0,"Ward 7",653.069674690228,663.25
1,0,"N",3,1925,1964,"Q",1372,"Expensive","Bad","Cheap",0,"Ward 5",576.844866493583,663.25
1,0,"N",3,1925,1954,"Q",1372,"Expensive","Bad","Cheap",0,"Ward 5",642.261628933256,663.25
1,0,"N",3,1925,1954,"Q",1372,"Expensive","Bad","Cheap",0,"Ward 5",583.09518948453,663.25
1,2,"N",2,1937,1954,"Q",968,"Expensive","Bad","Cheap",0,"Ward 5",774.532116829251,663.25
1,0,"N",3,1925,1943,"Q",1262,"Expensive","Bad","Cheap",0,"Ward 5",742.630459919333,663.25
1,0,"N",2,1927,1943,"Q",1262,"Expensive","Bad","Cheap",0,"Ward 5",710.633520177595,663.25
3,1,"Y",4,1927,1978,"Q",1262,"Expensive","Good","Cheap",0,"Ward 5",751.664818918645,663.25
1,0,"N",3,1925,1943,"Q",1208,"Expensive","Bad","Cheap",0,"Ward 5",758.287544405155,663.25
1,0,"N",2,1925,1943,"Q",1208,"Expensive","Bad","Cheap",0,"Ward 5",620.483682299543,663.25
1,0,"Y",4,1951,1961,"U",1120,"Cheap","Bad","Cheap",0,"Ward 7",430.116263352131,663.25
1,0,"Y",2,1951,1970,"Q",880,"Cheap","Good","Cheap",0,"Ward 7",514.78150704935,663.25
1,1,"Y",2,1951,1970,"Q",928,"Cheap","Good","Cheap",0,"Ward 7",543.139024560011,663.25
2,1,"Y",3,1951,1970,"Q",976,"Cheap","Good","Cheap",0,"Ward 7",582.151183113115,663.25
2,0,"Y",3,1939,1964,"Q",992,"Expensive","Good","Cheap",0,"Ward 7",607.865116617165,663.25
2,1,"Y",3,2016,2017,"Q",1216,"Expensive","Good","Cheap",0,"Ward 7",591.607978309962,782.62
2,1,"Y",3,2016,2017,"Q",1216,"Expensive","Good","Cheap",0,"Ward 7",591.607978309962,782.62
3,1,"Y",3,2016,2017,"Q",1540,"Expensive","Good","Cheap",0,"Ward 7",657.26098317183,782.62
1,1,"Y",2,1890,1967,"U",780,"Expensive","Good","Cheap",1,"Ward 6",591.52345684681,782.62
2,0,"Y",3,1908,1964,"Q",1272,"Expensive","Bad","Cheap",0,"Ward 6",681.909084849293,663.25
2,1,"Y",3,1909,1964,"Q",994,"Expensive","Bad","Cheap",0,"Ward 6",734.846922834953,782.62
2,0,"Y",3,1909,1967,"Q",994,"Expensive","Good","Cheap",0,"Ward 6",788.035532193822,782.62
1,0,"Y",3,1940,1964,"Q",960,"Expensive","Good","Cheap",0,"Ward 7",536.656314599949,663.25
1,1,"Y",2,1942,1964,"Q",832,"Expensive","Good","Cheap",0,"Ward 7",621.288982680363,663.25
1,1,"Y",2,1942,1964,"Q",1024,"Expensive","Good","Cheap",0,"Ward 7",612.372435695794,663.25
1,0,"Y",2,1942,1943,"U",832,"Expensive","Bad","Cheap",0,"Ward 7",447.213595499958,663.25
3,1,"Y",5,1937,1967,"Q",1386,"Expensive","Good","Cheap",0,"Ward 6",937.549998666738,782.62
3,1,"Y",4,1937,1967,"Q",1420,"Expensive","Good","Cheap",0,"Ward 6",946.044396421225,782.62
2,0,"Y",2,1942,1964,"Q",832,"Expensive","Good","Cheap",0,"Ward 7",592.452529743945,663.25
1,0,"Y",2,1942,1943,"Q",832,"Expensive","Bad","Cheap",0,"Ward 7",514.78150704935,663.25
1,1,"Y",2,1938,1954,"Q",832,"Expensive","Bad","Cheap",0,"Ward 7",534.415568635495,663.25
1,0,"Y",2,1938,1943,"U",832,"Expensive","Bad","Cheap",0,"Ward 7",418.330013267038,663.25
2,0,"Y",2,1938,1964,"Q",832,"Expensive","Good","Cheap",0,"Ward 7",547.265931700485,663.25
1,0,"Y",2,1938,1964,"Q",832,"Expensive","Good","Cheap",0,"Ward 7",529.150262212918,663.25
2,0,"Y",2,1938,1964,"Q",928,"Expensive","Good","Cheap",0,"Ward 7",619.677335393187,663.25
1,1,"Y",2,1940,1954,"Q",992,"Expensive","Bad","Cheap",0,"Ward 7",493.963561409139,663.25
1,1,"Y",3,1940,1964,"Q",992,"Expensive","Bad","Cheap",0,"Ward 7",565.685424949238,663.25
2,0,"Y",3,1940,1954,"U",992,"Expensive","Bad","Cheap",1,"Ward 7",447.213595499958,663.25
1,1,"Y",3,1940,1954,"Q",992,"Expensive","Bad","Cheap",0,"Ward 7",502.543530452836,663.25
2,0,"Y",3,1940,1964,"Q",992,"Expensive","Good","Cheap",0,"Ward 7",616.441400296898,663.25
1,0,"Y",3,1940,1954,"Q",992,"Expensive","Bad","Cheap",0,"Ward 7",492.95030175465,663.25
3,1,"Y",4,1932,1967,"Q",1405,"Expensive","Good","Cheap",0,"Ward 6",900,782.62
3,1,"Y",3,1931,1967,"Q",1396,"Expensive","Good","Cheap",0,"Ward 6",911.04335791443,782.62
2,1,"Y",4,1936,1964,"U",1224,"Expensive","Good","Cheap",0,"Ward 6",716.810295684988,663.25
1,0,"N",2,1942,1964,"U",880,"Expensive","Bad","Cheap",0,"Ward 7",3.16227766016838,663.25
1,0,"N",2,1942,1954,"Q",832,"Expensive","Bad","Cheap",0,"Ward 7",492.442890089805,663.25
1,0,"N",2,1941,1961,"Q",832,"Expensive","Bad","Cheap",0,"Ward 7",434.741302385683,663.25
1,0,"N",2,1941,1943,"Q",832,"Expensive","Bad","Cheap",0,"Ward 7",489.897948556636,663.25
2,0,"N",3,1942,1943,"Q",1088,"Cheap","Bad","Cheap",0,"Ward 7",569.209978830308,663.25
2,1,"Y",2,1939,1964,"Q",896,"Expensive","Good","Cheap",0,"Ward 7",538.51648071345,663.25
2,1,"N",3,1939,1964,"Q",1064,"Expensive","Good","Cheap",0,"Ward 7",640.312423743285,663.25
2,0,"Y",3,1940,1964,"Q",1040,"Expensive","Good","Cheap",0,"Ward 7",531.977443130815,663.25
2,0,"Y",3,1939,1964,"Q",960,"Expensive","Good","Cheap",0,"Ward 7",620.483682299543,663.25
4,0,"N",4,1941,1954,"Q",3400,"Cheap","Bad","Cheap",0,"Ward 7",696.419413859206,663.25
4,0,"Y",4,1941,1954,"Q",3060,"Cheap","Good","Cheap",0,"Ward 7",724.568837309472,663.25
2,1,"Y",3,1941,1967,"Q",1364,"Expensive","Good","Cheap",0,"Ward 7",827.586853448023,782.62
1,1,"Y",3,1929,1967,"Q",1548,"Expensive","Good","Cheap",1,"Ward 5",747.66302570075,782.62
1,0,"Y",2,1938,1943,"Q",864,"Expensive","Bad","Cheap",0,"Ward 5",894.427190999916,663.25
1,0,"N",3,1938,1954,"Q",1116,"Expensive","Bad","Cheap",0,"Ward 5",754.320886625844,663.25
2,0,"Y",3,1940,1964,"Q",1116,"Expensive","Good","Cheap",0,"Ward 5",753.246307657728,663.25
1,0,"N",3,1940,1961,"Q",1244,"Expensive","Bad","Cheap",0,"Ward 5",616.441400296898,663.25
1,0,"N",3,1940,1954,"Q",1116,"Expensive","Bad","Cheap",0,"Ward 5",612.372435695794,663.25
4,0,"N",4,1942,1954,"U",2368,"Cheap","Bad","Cheap",0,"Ward 5",608.276253029822,663.25
4,0,"N",4,1942,1954,"Q",2368,"Cheap","Good","Cheap",0,"Ward 5",724.568837309472,663.25
4,0,"N",4,1942,1961,"U",2432,"Cheap","Bad","Cheap",0,"Ward 5",651.920240520265,663.25
1,0,"N",2,1939,1964,"Q",750,"Expensive","Bad","Cheap",0,"Ward 5",608.276253029822,663.25
1,0,"N",2,1939,1954,"Q",750,"Expensive","Bad","Cheap",0,"Ward 5",670.074622710038,663.25
3,0,"N",3,1941,1954,"U",1548,"Cheap","Good","Cheap",0,"Ward 5",701.995726482719,663.25
3,0,"N",6,1941,1954,"Q",1296,"Cheap","Bad","Cheap",0,"Ward 5",696.419413859206,663.25
3,0,"N",5,1941,1954,"Q",1296,"Cheap","Bad","Cheap",0,"Ward 5",651.920240520265,663.25
1,0,"N",2,1926,1954,"Q",840,"Expensive","Bad","Cheap",0,"Ward 5",604.152298679729,663.25
2,0,"Y",4,1915,1957,"Q",1322,"Expensive","Bad","Cheap",0,"Ward 5",670.74585350936,782.62
3,1,"Y",4,1917,1967,"Q",1878,"Expensive","Good","Cheap",1,"Ward 5",866.025403784439,782.62
2,0,"N",3,1922,1954,"U",1102,"Expensive","Bad","Cheap",1,"Ward 5",655.7438524302,663.25
1,1,"N",3,1922,1964,"Q",918,"Expensive","Bad","Cheap",1,"Ward 5",761.577310586391,663.25
2,0,"N",3,1912,1954,"U",924,"Expensive","Bad","Cheap",0,"Ward 5",608.276253029822,663.25
1,0,"N",2,1905,1954,"Q",1072,"Expensive","Bad","Cheap",0,"Ward 5",600,663.25
3,1,"Y",4,1940,1969,"Q",1244,"Expensive","Good","Cheap",0,"Ward 5",806.225774829855,950.53
1,0,"N",2,1937,1954,"Q",864,"Expensive","Bad","Cheap",0,"Ward 5",583.09518948453,663.25
2,0,"Y",3,1938,1954,"Q",1418,"Expensive","Bad","Cheap",0,"Ward 5",656.8865959966,663.25
1,1,"N",2,1935,1957,"Q",884,"Expensive","Bad","Cheap",1,"Ward 5",570.087712549569,782.62
4,0,"Y",5,1929,1967,"Q",1711,"Expensive","Good","Cheap",0,"Ward 5",784.219357067906,782.62
3,0,"Y",4,1929,1964,"Q",1238,"Expensive","Good","Cheap",0,"Ward 5",816.581288054043,663.25
2,1,"Y",2,1948,1970,"Q",1120,"Expensive","Good","Cheap",0,"Ward 6",774.596669241483,782.62
2,0,"N",2,1948,1961,"U",1120,"Cheap","Bad","Cheap",0,"Ward 6",532.588020894199,782.62
2,0,"Y",2,1949,1971,"Q",1120,"Cheap","Bad","Cheap",0,"Ward 6",638.357266740185,782.62
2,0,"N",2,1949,1962,"U",1120,"Cheap","Bad","Cheap",0,"Ward 6",554.977477020464,782.62
3,1,"Y",4,1939,1967,"U",1254,"Expensive","Good","Expensive",1,"Ward 5",793.725393319377,782.62
3,0,"Y",5,1926,1964,"Q",1638,"Expensive","Good","Cheap",0,"Ward 5",774.596669241483,663.25
4,0,"Y",4,1940,1957,"Q",2304,"Cheap","Good","Cheap",0,"Ward 5",741.619848709566,663.25
3,1,"Y",5,1927,1964,"Q",1912,"Expensive","Good","Cheap",0,"Ward 5",836.660026534076,663.25
2,1,"Y",3,2016,2017,"Q",2160,"Expensive","Good","Cheap",0,"Ward 5",817.141358639985,950.53
2,1,"Y",3,2016,2017,"Q",2160,"Expensive","Good","Cheap",0,"Ward 5",804.431476261341,950.53
2,1,"Y",3,2016,2017,"Q",2160,"Expensive","Good","Cheap",0,"Ward 5",836.654050369685,950.53
3,0,"Y",3,2012,2014,"Q",1280,"Expensive","Good","Cheap",0,"Ward 5",703.562363973514,950.53
2,1,"Y",3,2012,2014,"Q",1344,"Expensive","Good","Cheap",0,"Ward 5",738.579718107666,950.53
2,1,"Y",3,2012,2014,"U",1344,"Expensive","Good","Cheap",0,"Ward 5",475.925414324556,950.53
1,0,"N",3,1937,1954,"Q",992,"Expensive","Bad","Cheap",0,"Ward 5",653.834841531101,663.25
1,0,"N",3,1937,1954,"Q",992,"Expensive","Bad","Cheap",0,"Ward 5",724.568837309472,663.25
1,0,"Y",2,1937,1954,"U",768,"Expensive","Bad","Cheap",0,"Ward 5",574.456264653803,663.25
1,1,"Y",2,1956,1976,"Q",888,"Expensive","Good","Cheap",0,"Ward 6",661.059755241536,782.62
2,1,"Y",2,1956,1976,"Q",912,"Expensive","Bad","Cheap",0,"Ward 6",692.820323027551,782.62
1,1,"Y",3,1928,1961,"U",1110,"Expensive","Bad","Cheap",0,"Ward 6",591.607978309962,663.25
2,1,"Y",3,1911,1967,"Q",1040,"Expensive","Good","Cheap",0,"Ward 6",796.241169495775,782.62
1,1,"Y",2,1911,1964,"Q",844,"Expensive","Bad","Cheap",0,"Ward 6",728.010988928052,663.25
1,1,"Y",2,1939,1964,"Q",1048,"Expensive","Good","Cheap",0,"Ward 7",740.945342113708,663.25
1,1,"Y",2,1939,1967,"Q",900,"Expensive","Good","Cheap",0,"Ward 7",716.937933157397,782.62
2,0,"Y",2,1939,1964,"Q",750,"Expensive","Good","Cheap",0,"Ward 7",714.142842854285,663.25
4,0,"N",4,1940,1964,"Q",2368,"Cheap","Bad","Cheap",0,"Ward 5",793.725393319377,663.25
1,1,"Y",3,1941,1964,"Q",1152,"Expensive","Good","Cheap",0,"Ward 5",667.83231428256,663.25
1,1,"Y",3,1941,1964,"Q",1080,"Expensive","Good","Cheap",0,"Ward 5",667.083203206317,663.25
3,0,"N",3,1941,1964,"U",1776,"Cheap","Good","Cheap",0,"Ward 5",546.808924579693,663.25
3,0,"N",3,1941,1954,"Q",1776,"Expensive","Bad","Cheap",0,"Ward 5",707.106781186548,663.25
3,1,"Y",3,1929,1964,"Q",1320,"Expensive","Good","Cheap",0,"Ward 7",734.846922834953,663.25
2,0,"Y",4,1943,1967,"Q",1648,"Expensive","Good","Cheap",0,"Ward 7",777.817459305202,782.62
2,0,"N",2,1945,1968,"Q",1120,"Cheap","Good","Cheap",0,"Ward 7",731.43694191639,782.62
2,2,"Y",2,2012,2014,"Q",1364,"Expensive","Good","Cheap",1,"Ward 5",696.419413859206,950.53
2,2,"Y",3,2013,2015,"Q",1344,"Expensive","Good","Cheap",0,"Ward 5",703.562363973514,950.53
2,0,"N",3,1926,1943,"U",766,"Expensive","Bad","Cheap",0,"Ward 5",557.673739743947,663.25
2,1,"N",4,1935,1964,"Q",1646,"Expensive","Good","Cheap",1,"Ward 5",804.984471899924,782.62
3,1,"Y",3,1937,1978,"Q",768,"Expensive","Good","Cheap",0,"Ward 5",744.983221287567,663.25
1,0,"N",3,1918,1957,"U",1322,"Expensive","Bad","Cheap",0,"Ward 5",509.901951359278,782.62
3,0,"Y",4,1918,1957,"U",1562,"Expensive","Bad","Cheap",0,"Ward 5",626.091047691947,782.62
2,0,"Y",2,1922,1964,"Q",532,"Cheap","Bad","Cheap",0,"Ward 5",547.265931700485,663.25
3,1,"Y",3,1941,1964,"Q",1056,"Expensive","Good","Cheap",0,"Ward 5",700,663.25
3,1,"Y",6,1930,1967,"Q",2912,"Expensive","Good","Cheap",0,"Ward 5",969.535971483266,782.62
3,1,"Y",4,1925,1967,"Q",1294,"Expensive","Good","Cheap",0,"Ward 5",774.596669241483,782.62
3,1,"Y",4,1925,1967,"Q",1200,"Expensive","Good","Cheap",0,"Ward 5",738.24115301167,782.62
2,1,"Y",3,1941,1964,"Q",1120,"Expensive","Good","Cheap",0,"Ward 7",731.43694191639,663.25
2,0,"Y",3,1941,1964,"Q",1120,"Expensive","Bad","Cheap",0,"Ward 7",637.965516309463,663.25
2,0,"N",2,1941,1943,"U",1120,"Cheap","Bad","Cheap",0,"Ward 7",473.286382647969,663.25
2,1,"Y",2,1951,1970,"Q",1184,"Expensive","Good","Cheap",0,"Ward 7",741.619848709566,663.25
1,0,"N",2,1940,1954,"Q",840,"Expensive","Good","Cheap",0,"Ward 5",587.367006223537,663.25
1,0,"N",2,1940,1954,"Q",800,"Expensive","Bad","Cheap",0,"Ward 5",645.755371638518,663.25
1,0,"N",2,1940,1943,"Q",800,"Expensive","Bad","Cheap",0,"Ward 5",594.138031100518,663.25
3,1,"Y",4,1932,1967,"Q",1304,"Expensive","Good","Cheap",1,"Ward 7",787.400787401181,782.62
3,1,"Y",3,1929,1967,"Q",1176,"Expensive","Good","Cheap",0,"Ward 7",764.852927038918,782.62
1,0,"Y",2,1926,1954,"Q",1148,"Expensive","Bad","Cheap",0,"Ward 5",591.607978309962,663.25
2,1,"Y",5,1922,1967,"Q",1529,"Expensive","Good","Cheap",1,"Ward 5",803.11892021045,782.62
4,0,"Y",5,1917,1967,"Q",1565,"Expensive","Good","Cheap",0,"Ward 5",848.528137423857,782.62
4,0,"Y",4,1942,1954,"Q",2368,"Cheap","Bad","Cheap",0,"Ward 5",812.403840463596,663.25
4,1,"Y",4,1930,1967,"Q",1372,"Expensive","Good","Cheap",0,"Ward 5",806.225774829855,782.62
3,1,"Y",4,1929,1982,"Q",1422,"Expensive","Good","Cheap",0,"Ward 5",768.114574786861,663.25
4,0,"N",4,1932,1954,"U",2768,"Cheap","Bad","Cheap",0,"Ward 5",800,663.25
2,0,"Y",4,1931,1954,"Q",1750,"Expensive","Bad","Cheap",0,"Ward 5",712.39034243875,663.25
4,0,"Y",5,1925,1967,"U",2340,"Expensive","Good","Cheap",1,"Ward 5",830.662386291807,782.62
3,2,"Y",4,2011,2013,"Q",1824,"Expensive","Good","Cheap",0,"Ward 5",786.765530510838,782.62
2,1,"Y",4,1940,1964,"U",1498,"Expensive","Good","Cheap",0,"Ward 5",699.285349481883,663.25
2,0,"N",4,1908,1967,"Q",1654,"Expensive","Good","Cheap",0,"Ward 5",719.027120489902,782.62
4,0,"Y",5,1921,1964,"Q",1200,"Expensive","Good","Cheap",1,"Ward 5",815.475321515005,663.25
1,2,"N",4,1922,1947,"Q",1785,"Expensive","Bad","Cheap",1,"Ward 5",812.403840463596,782.62
1,0,"N",3,1923,1954,"U",1198,"Expensive","Bad","Cheap",1,"Ward 5",591.607978309962,663.25
3,1,"Y",4,1910,1964,"U",1900,"Expensive","Good","Cheap",0,"Ward 5",866.025403784439,663.25
1,0,"N",3,1940,1954,"Q",1024,"Expensive","Bad","Cheap",0,"Ward 7",639.531078212779,663.25
1,0,"N",3,1938,1954,"U",1024,"Expensive","Bad","Cheap",0,"Ward 7",570.087712549569,663.25
1,0,"N",4,1939,1954,"Q",1024,"Expensive","Bad","Cheap",0,"Ward 7",612.372435695794,663.25
1,1,"N",2,1937,1954,"Q",776,"Expensive","Bad","Cheap",0,"Ward 5",724.568837309472,663.25
1,0,"N",3,1927,1947,"U",1116,"Expensive","Bad","Cheap",0,"Ward 7",842.614977317636,782.62
2,1,"Y",2,1929,1964,"Q",1232,"Expensive","Good","Cheap",0,"Ward 7",764.198926981712,663.25
1,0,"N",3,1928,1957,"Q",1589,"Expensive","Bad","Cheap",0,"Ward 5",696.419413859206,782.62
3,1,"Y",4,1927,1964,"Q",1850,"Expensive","Good","Cheap",0,"Ward 5",868.907359849138,663.25
4,0,"Y",6,1927,1964,"U",2034,"Expensive","Good","Cheap",0,"Ward 5",853.814968245462,663.25
2,0,"N",2,1941,1954,"Q",1120,"Expensive","Bad","Cheap",0,"Ward 5",604.152298679729,663.25
1,1,"Y",3,1941,1964,"Q",1152,"Expensive","Good","Cheap",0,"Ward 5",706.399320497974,663.25
4,0,"Y",6,1924,1964,"Q",2240,"Expensive","Good","Cheap",1,"Ward 5",921.900211519663,663.25
2,1,"Y",3,2016,2017,"Q",1680,"Expensive","Good","Cheap",0,"Ward 5",741.234106069061,950.53
2,1,"Y",3,2016,2017,"Q",1680,"Expensive","Good","Cheap",0,"Ward 5",714.709731289563,950.53
2,1,"Y",3,2016,2017,"Q",1680,"Expensive","Good","Cheap",0,"Ward 5",771.054472783862,950.53
2,1,"Y",3,2016,2017,"Q",1680,"Expensive","Good","Cheap",0,"Ward 5",731.963113824734,950.53
2,1,"Y",3,2012,2014,"Q",1728,"Expensive","Good","Cheap",1,"Ward 5",758.287544405155,950.53
2,2,"Y",3,2012,2014,"Q",1680,"Expensive","Good","Cheap",0,"Ward 5",731.43694191639,950.53
3,1,"Y",3,2012,2014,"Q",1728,"Expensive","Good","Cheap",1,"Ward 5",740.945342113708,950.53
2,0,"Y",2,1937,1961,"Q",992,"Expensive","Good","Cheap",0,"Ward 5",661.815684310972,663.25
1,0,"Y",3,1938,1950,"Q",992,"Expensive","Bad","Cheap",0,"Ward 5",790.569415042095,663.25
2,0,"N",4,1923,1967,"Q",1560,"Expensive","Bad","Cheap",1,"Ward 5",741.619848709566,782.62
2,0,"N",4,1927,1954,"Q",1040,"Expensive","Bad","Cheap",0,"Ward 5",591.607978309962,663.25
1,1,"Y",3,1930,1957,"Q",960,"Expensive","Bad","Cheap",0,"Ward 7",800,782.62
2,0,"N",3,1927,1964,"Q",1156,"Expensive","Bad","Cheap",0,"Ward 7",667.083203206317,663.25
1,0,"Y",3,1927,1954,"U",1156,"Expensive","Bad","Cheap",0,"Ward 7",597.620280780363,663.25
1,0,"N",3,1927,1954,"U",1156,"Expensive","Bad","Cheap",0,"Ward 7",683.373982530796,663.25
1,1,"Y",3,1941,1964,"U",1152,"Expensive","Good","Cheap",0,"Ward 5",583.09518948453,663.25
2,0,"N",3,1941,1954,"Q",1292,"Expensive","Bad","Cheap",0,"Ward 7",724.568837309472,663.25
2,0,"N",3,1935,1957,"U",1188,"Expensive","Bad","Cheap",0,"Ward 6",547.722557505166,782.62
1,0,"N",2,1942,1943,"Q",832,"Expensive","Bad","Cheap",0,"Ward 7",452.769256906871,663.25
1,0,"N",2,1942,1943,"Q",832,"Expensive","Bad","Cheap",0,"Ward 7",484.767985741633,663.25
1,0,"N",1,1942,1943,"U",832,"Expensive","Bad","Cheap",0,"Ward 7",479.583152331272,663.25
1,0,"Y",2,1942,1954,"U",832,"Expensive","Bad","Cheap",0,"Ward 7",331.66247903554,663.25
1,0,"Y",2,1942,1964,"Q",1057,"Expensive","Good","Cheap",0,"Ward 7",565.685424949238,663.25
2,1,"Y",3,2016,2017,"Q",1540,"Expensive","Good","Cheap",0,"Ward 7",670.059698832873,782.62
3,1,"Y",3,2016,2017,"Q",1520,"Expensive","Good","Cheap",0,"Ward 7",656.00381096454,782.62
2,1,"Y",3,2016,2017,"Q",1520,"Expensive","Good","Cheap",0,"Ward 7",674.363403514752,782.62
2,1,"Y",3,2016,2017,"Q",1520,"Expensive","Good","Cheap",0,"Ward 7",656.630032819091,782.62
2,1,"Y",3,2016,2017,"Q",1540,"Expensive","Good","Cheap",0,"Ward 7",660.654221208039,782.62
2,1,"Y",3,1928,1967,"Q",1260,"Expensive","Good","Cheap",0,"Ward 7",744.983221287567,782.62
2,1,"Y",3,1928,1967,"Q",1240,"Expensive","Good","Cheap",0,"Ward 7",824.621125123532,782.62
1,0,"N",2,1928,1957,"Q",1240,"Expensive","Bad","Cheap",0,"Ward 7",773.950902835574,782.62
1,1,"Y",2,1927,1964,"Q",896,"Expensive","Good","Cheap",0,"Ward 6",761.577310586391,663.25
4,0,"N",4,1941,1943,"Q",3060,"Cheap","Bad","Cheap",0,"Ward 7",632.455532033676,663.25
4,0,"N",4,1942,1943,"U",2720,"Cheap","Bad","Cheap",0,"Ward 7",670.820393249937,663.25
2,2,"Y",3,1929,1967,"Q",1272,"Expensive","Good","Cheap",0,"Ward 6",852.056336165632,782.62
2,0,"N",3,1936,1964,"Q",1188,"Expensive","Bad","Cheap",0,"Ward 6",886.002257333467,782.62
1,0,"Y",2,1940,1964,"Q",832,"Expensive","Good","Cheap",0,"Ward 7",591.607978309962,663.25
1,1,"Y",3,1941,1964,"Q",1088,"Expensive","Good","Cheap",0,"Ward 7",591.607978309962,663.25
1,0,"Y",3,1941,1943,"U",930,"Expensive","Bad","Cheap",0,"Ward 7",300.183277349022,663.25
1,0,"Y",2,1942,1964,"Q",832,"Expensive","Bad","Cheap",0,"Ward 7",570.087712549569,663.25
2,0,"Y",2,1942,1964,"Q",832,"Expensive","Good","Cheap",0,"Ward 7",556.776436283002,663.25
1,0,"Y",3,1940,1954,"Q",992,"Expensive","Bad","Cheap",0,"Ward 7",469.041575982343,663.25
1,0,"N",3,1940,1954,"U",992,"Expensive","Bad","Cheap",0,"Ward 7",469.041575982343,663.25
2,1,"Y",3,1937,1964,"Q",1080,"Expensive","Good","Cheap",0,"Ward 7",836.60026296912,663.25
2,0,"Y",3,1937,1964,"Q",1020,"Expensive","Good","Cheap",0,"Ward 7",784.219357067906,663.25
1,1,"N",2,1937,1954,"Q",1020,"Expensive","Bad","Cheap",0,"Ward 7",659.545297913646,663.25
1,1,"Y",3,1939,1967,"Q",1024,"Expensive","Bad","Cheap",0,"Ward 7",700,782.62
1,1,"Y",3,1939,1957,"Q",1354,"Expensive","Bad","Cheap",0,"Ward 7",826.438140455775,782.62
2,1,"Y",3,1942,1964,"Q",1188,"Expensive","Good","Cheap",0,"Ward 6",750.166648152262,663.25
2,0,"N",2,1943,1954,"U",1188,"Cheap","Bad","Cheap",0,"Ward 6",542.217668469038,663.25
2,1,"Y",2,1953,1971,"Q",1216,"Expensive","Good","Cheap",0,"Ward 6",741.619848709566,663.25
2,0,"N",2,1950,1960,"U",1120,"Cheap","Bad","Cheap",0,"Ward 6",597.91303715507,663.25
3,1,"Y",4,1923,1980,"Q",1878,"Expensive","Good","Cheap",1,"Ward 5",905.538513813742,782.62
3,0,"Y",4,1922,1967,"Q",1102,"Expensive","Good","Cheap",1,"Ward 5",809.320702811932,782.62
2,1,"Y",3,1931,1967,"Q",1480,"Expensive","Good","Cheap",0,"Ward 6",852.642949891688,782.62
4,1,"Y",5,1931,1967,"Q",1780,"Expensive","Good","Cheap",0,"Ward 6",1014.88915650922,782.62
1,0,"N",2,1941,1943,"U",832,"Expensive","Bad","Cheap",0,"Ward 7",479.583152331272,663.25
2,1,"Y",2,1940,1964,"Q",1024,"Expensive","Good","Cheap",0,"Ward 7",620.483682299543,663.25
1,0,"N",2,1941,1964,"U",832,"Expensive","Good","Cheap",0,"Ward 7",418.330013267038,663.25
1,0,"Y",3,1941,1964,"Q",832,"Expensive","Good","Cheap",0,"Ward 7",536.749476012786,663.25
1,1,"Y",2,1941,1964,"Q",1057,"Expensive","Good","Cheap",0,"Ward 7",588.21764679411,663.25
1,0,"Y",2,1941,1943,"Q",832,"Expensive","Bad","Cheap",0,"Ward 7",469.041575982343,663.25
1,0,"N",2,1930,1954,"Q",810,"Expensive","Bad","Cheap",0,"Ward 7",678.232998312527,663.25
1,0,"Y",2,1949,1949,"Q",1187,"Expensive","Bad","Cheap",0,"Ward 7",514.78150704935,663.25
1,0,"Y",3,1950,1969,"Q",1216,"Expensive","Good","Cheap",0,"Ward 7",600,663.25
1,1,"Y",3,1950,1950,"Q",1360,"Expensive","Bad","Cheap",0,"Ward 7",474.341649025257,663.25
1,0,"N",2,1942,1954,"U",832,"Expensive","Bad","Cheap",0,"Ward 7",441.588043316392,663.25
2,1,"Y",3,1942,1964,"Q",832,"Expensive","Good","Cheap",0,"Ward 7",613.595958265698,663.25
1,0,"N",2,1942,1943,"Q",832,"Expensive","Bad","Cheap",0,"Ward 7",447.213595499958,663.25
2,0,"Y",2,1942,1954,"U",832,"Expensive","Bad","Cheap",0,"Ward 7",479.478883789474,663.25
1,0,"N",2,1942,1964,"U",832,"Expensive","Bad","Cheap",0,"Ward 7",351.931811577186,663.25
2,0,"Y",4,1924,1964,"Q",782,"Expensive","Good","Cheap",0,"Ward 5",707.106781186548,663.25
3,0,"Y",4,1918,1967,"Q",1687,"Expensive","Good","Cheap",1,"Ward 5",803.11892021045,782.62
4,0,"N",8,1941,1943,"Q",2652,"Cheap","Bad","Cheap",0,"Ward 5",707.106781186548,663.25
1,0,"Y",2,1947,1947,"Q",800,"Expensive","Bad","Cheap",0,"Ward 5",583.952052826257,663.25
1,1,"Y",2,1947,1967,"Q",800,"Expensive","Good","Cheap",0,"Ward 5",630.476010645925,663.25
